Customer ID,Age,Gender,Annual Income,Spending Score
d410ea53-6661-42a9-ad3a-f554b05fd2a7,30,Male,151479,89
1770b26f-493f-46b6-837f-4237fb5a314e,58,Female,185088,95
e81aa8eb-1767-4b77-87ce-1620dc732c5e,62,Female,70912,76
9795712a-ad19-47bf-8886-4f997d6046e3,23,Male,55460,57
64139426-2226-4cd6-bf09-91bce4b4db5e,24,Male,153752,76
7e211337-e92f-4140-8231-5c9ac7a2aa12,42,Male,158335,40
30661d57-eeb5-4886-970a-9c7d0f260ad8,27,Female,163501,37
43417ade-6b17-431e-ae76-d8ed26aa46ac,24,Male,70476,17
86f73b1a-6a91-4d7e-ad21-0aefcf6111cc,83,Male,47743,34
b20fe0a0-e254-4116-b804-5403bb2f59ea,62,Female,63448,3
49ba3e9d-a590-4303-b443-e794d0364c11,37,Male,170566,75
4be5f5b0-83f6-4bd2-9056-18a8d5414066,63,Female,89355,80
eb0e4ebc-fcc1-424f-b083-81987583ecc6,25,Male,87576,17
caa4ad5a-51b2-4af1-91cb-e2802f620239,32,Female,159892,96
0c9d0e0d-a601-488c-9f3f-f036f2bdb536,51,Female,135079,87
dc35a079-c3db-44f4-8612-d0af9daea414,64,Female,32869,81
b43f995c-c9ab-4c58-8f71-949de233ac71,19,Male,198682,82
51d7be3e-84c9-464a-85e8-0a95b568d90e,89,Male,38708,97
8bbbdbbe-7f8a-4c9c-afed-f6969f49e9ac,65,Male,87270,3
baa61fc0-4a1f-4210-916b-669d1ec44dbd,26,Male,45518,12
05948202-e483-482a-9c02-6a655498002b,21,Male,199879,49
6d6d557d-41c3-4992-9ef3-f7d113c78649,70,Male,163828,36
dd6223b5-5aae-468b-b936-618b513d4e70,24,Male,109188,6
9c702610-d6ce-48fe-9857-9e295e161ceb,39,Female,48212,36
1fd446a8-109c-4314-92a2-a1e731923744,61,Male,141596,45
65348b4f-9170-4edc-b035-cc484416face,19,Female,192492,57
c2fd4929-fc3e-423a-8dd9-1fb239ef4de6,79,Male,109550,7
eb6d1dfc-5b3a-4ade-8521-71db4659ad13,61,Female,38132,15
896aef6f-4dc1-4b4a-8805-68ced6971458,73,Female,170959,55
5963ff82-b2de-453f-bffe-4fed059e18ae,58,Male,80731,23
e8db83f2-90bf-410e-bd1a-7c9ee14ca32b,90,Female,123085,25
59052529-9a68-4936-93db-43cc1d541e84,39,Female,135748,95
767f9ffd-7211-4045-a1d0-f700220928dc,35,Female,71372,52
ace9492b-bf39-47eb-8f28-6f85b9cc8973,79,Male,164259,96
cfe0eb40-4892-47fd-ac84-29dbd15f7bd4,57,Female,105742,7
c5e56dd8-5a20-4bd9-bbc0-97c380553084,76,Male,189412,87
96892d38-cadf-4409-83d8-1b7a3b37b05a,40,Male,64309,62
068b3da4-216a-4157-9474-929a1a10cb6d,82,Female,84966,66
daf07560-6a2e-47af-9c4b-66a63b93ac34,84,Female,35701,5
b818a1f8-fdff-41a3-b1ca-de3faee17f81,56,Female,43376,52
ea4a4765-11a6-433e-8016-110bc0bc5ed5,21,Female,118137,43
d5e8bfcc-51e1-44b2-a59d-9174d10efb97,55,Male,77165,86
d29643f1-551e-4353-a560-cf4e6797e003,24,Male,119922,80
3e260c72-5788-4641-8dad-9cc7a4eaafef,45,Male,82425,39
f67d66e3-9403-4d69-aee7-4a75c2a92e4d,28,Male,149778,15
7c3297d0-408b-4e5e-9c4c-abc9816af35a,67,Female,129484,80
01552f1a-7600-4641-bed4-8e255b8c61d3,69,Female,73479,77
a6fac89e-e7a4-482d-9bb6-d32cd2abc346,26,Female,81259,29
b6e3dfc4-1a49-4424-a0d9-d0f796002933,45,Male,147126,1
10a2a14c-cebf-410d-81dc-c333101b5e6e,39,Female,44774,12
8e6a7fa3-bf7d-47dd-9e50-e3e7133fc39c,27,Female,198647,25
68969a5d-975c-4a8a-a357-1ce87ab24459,58,Female,85181,16
92390e01-1df1-4643-b044-546283ae7773,46,Male,87741,3
7cb46cd5-4ba6-4177-9d34-ceda14ed832e,45,Female,137494,68
579b69ca-a392-45fa-9c5a-25284b10720c,63,Female,56531,2
38cb6a10-0af1-4505-b3df-0f8ff3a4e4d3,36,Male,63564,23
04c9da15-a924-4beb-bcb3-3f2e3f6fcee5,25,Female,198265,29
acb1f373-6d7c-46d8-8d72-7e5bf1ee9921,62,Male,22655,39
9a359e4f-973c-4f8a-91dd-eb930fddedc8,36,Male,125614,35
0a9ca7d8-91f4-4189-a959-e8d5fde13881,48,Female,170509,54
3df8f77f-b527-4f3b-a2cf-b163ff5965d9,50,Female,101081,32
accc810b-e7e1-44dc-80bd-98e82bef02d1,48,Female,45667,95
cb05e681-1286-4f97-8e7d-2c9b67778936,49,Female,189732,2
7a9d06b3-26cd-4b0c-aba5-3bb0d0b93c2a,80,Female,30718,49
c6ee3f30-4f9a-4125-8ba4-c6234e046dfb,33,Female,134933,90
4d4ce6bb-da34-4f9c-8f1b-4c05bfe5fcaf,21,Male,55978,34
97673bb1-e729-47b7-baad-905d6265d941,38,Female,36650,91
e426ab28-977d-4660-95ab-2b387d478cc0,83,Female,173558,53
085e5698-1f05-46dc-b758-61a28ef4dac3,54,Female,29187,61
7897bafe-61af-4fdb-b71e-adc2127aadf8,81,Female,188612,45
bd38959a-71ba-4d38-8a52-3c23ffcf5cdd,44,Male,101492,55
d240e1a0-b50c-4bbe-8387-3c6082d42f20,23,Male,169008,31
7d14cebc-4aed-430e-ae8a-6415fde6e4e6,39,Female,145660,81
32cc9d1d-1db3-40f2-9a29-06f8b37d0463,75,Female,118063,35
4729da16-d88d-4476-949d-404f5f54adb3,19,Female,95891,93
80d67524-2ba0-468a-afaa-5cbfaa28a8a2,24,Male,154402,79
2ddd5825-e37e-48bd-af2d-5e31c9955021,44,Female,112848,14
2260c459-3b7c-443c-a31d-088405b7f09c,55,Female,127451,31
52c8dde3-1956-411a-a010-c879dadab6fb,60,Male,98827,27
3a626479-8b72-4500-a12d-97bb7d76e0e6,33,Male,67969,27
601dddb0-0511-48c1-8e91-0dde69040557,52,Female,60785,9
50bbe6c3-4d3a-49ae-a529-4b94492fbe8b,72,Female,66416,53
4679dd26-2bc4-4874-8d90-a262b803daed,72,Male,152544,59
767bc943-ceae-4dd2-bad9-3fd9c89d7db0,72,Female,35507,72
72292647-1690-41d9-a387-4b21980006fc,68,Male,167873,24
d949c615-603e-4342-9d11-8fe87ee9c88b,65,Male,23002,32
af160348-4b39-4b4e-984c-8c078e995f5d,81,Female,111464,34
9e5e3cf5-07c0-435d-b0f3-fbe03cf91807,64,Female,120469,20
65db8631-0f2b-4e2c-ad67-be996981bcbf,76,Male,85934,48
385017d0-a567-45ce-8528-28c8b8804112,30,Female,99419,4
71a58421-e129-420e-85cf-9292c4d2f309,68,Female,194339,35
4f8704b7-eec8-4298-8db8-647c635bd27c,70,Male,187033,14
65f74905-788e-4b8e-b2ba-70b6ab52fea1,57,Male,164879,9
8050f9eb-d0a0-4389-8081-65ae272944b4,90,Female,34276,98
835b35a2-e838-401a-86fe-85c3c181bbb6,65,Male,97470,67
b75fb976-3c52-4fd2-9a94-3a2d85d70a82,36,Female,142836,40
690e0568-49a9-475f-aa19-567b98f977bc,72,Female,62084,59
f4021ca8-b350-4d8b-9293-b2cf386bc0cd,61,Male,166752,93
c66bcf0c-db9a-4201-8b7d-5c445e585b1d,46,Male,43269,54
f620a5e6-ee46-4404-9d96-603bbd1fc6e6,68,Male,114111,42
0ced3471-db47-4b19-9723-e8333b091f98,31,Female,75683,65
b72a56cb-3430-4f05-9f46-6e0a2947bad4,51,Male,196283,31
35ec8343-eb43-4faa-af75-7a731381d1ee,37,Female,132793,22
e9798111-9781-437a-a9b9-232fe9055216,25,Male,141598,63
3e51e22e-e3ae-42dd-a4f9-d771c07676ab,30,Male,195148,27
716588b1-f862-4c02-a2cf-115cd43f654c,21,Female,175112,33
33577556-d045-41a0-9565-7f0f37a39727,65,Male,81473,10
d41eea9a-569d-42fb-94b1-d4551204c936,21,Male,172147,80
90b18bf2-2413-4212-8934-e67ffc233192,22,Female,106474,74
8ec74f4e-2836-4605-bf4e-0be43ad7976f,70,Female,198254,13
101fd379-ff5c-4ec0-8cba-f8a9fc0f42de,71,Male,148746,13
5ddc5df7-2656-4cc8-a95e-a0618d7cb8e6,27,Female,40263,77
3d95829f-3d62-4ee6-a67f-d6efe7029686,21,Female,115816,55
36fd3a7f-6226-4d3b-baf5-e39833d9782b,53,Male,149880,32
15ce7dc4-22bf-40cc-b575-9ec4fbe27dd9,51,Female,88029,84
f17d239d-6a67-4b77-9fd3-5377ea88c142,49,Female,193839,43
958eaa2c-0c0b-46fd-a085-b29ce9d5d8e6,56,Female,54564,18
81dfd08e-32f2-40a4-95b4-a406726d0dd4,55,Male,134714,96
83c5dafc-dd2f-4622-9748-23aefb000a38,84,Male,187596,44
a81643c1-eaf7-4b97-9952-f6cc0881f37c,38,Male,129717,71
85a5ff51-fe9e-4518-9fb2-11b86df7d52e,46,Female,48265,62
26852b46-dbfa-46f9-8d06-1b568551868e,27,Male,179234,97
af9762ae-ed8e-4aa0-b32c-922d500b4cf1,53,Female,156298,35
2cb233a0-5916-49e0-800d-01869340347d,65,Male,156022,49
2bcc1223-2182-4117-ba07-1e3aa9d9b4bd,22,Male,158363,83
6abe4dbc-1b70-4a8f-b0b1-7d1bff27fc65,23,Female,114512,25
0947cfd7-72d1-456a-8524-947bf653fa57,18,Female,96397,64
ee9dbbc6-b790-4c28-a8b3-07272787b57d,44,Female,171517,76
90f1ac1f-07e1-4817-bfde-7e5f23f3e17e,38,Female,181538,68
ea1cdcc7-425d-4679-83b5-25b8332b5e6a,54,Male,47403,42
a04d4663-eb9d-4fae-bab1-2549c7e02be9,88,Female,167725,51
ee835638-95d5-4dd0-a912-227ec001ef06,24,Female,185297,95
075acc31-0041-4ea2-8917-13a924da66e7,70,Male,160196,34
d13d7964-0d0d-4be0-bb64-6f213f921579,42,Female,117940,82
2b971aba-879b-431a-8c60-df636ad45731,74,Male,190938,65
333c0b32-e155-4d2a-abc5-041ec4d25a9c,22,Female,138220,20
3874580e-e7bd-4e60-bb68-c5110a04bd8c,78,Male,94764,75
9dfe38e0-581d-458f-bbd3-7b2d98865728,44,Female,83991,1
ad19c628-fe46-4ba6-9182-ad6278513ec6,70,Male,82642,56
e010b10d-8ed9-41af-bd30-05de2c0c6fe4,58,Female,123333,91
dd8ea81b-09a8-434f-a9cb-b0c4baf6f248,38,Male,70435,24
5f64caae-cb02-41a9-a648-273e0ed6d7fd,88,Male,189093,50
1ecc4ca8-45f0-459e-a911-dae3227d2b0f,33,Female,177848,29
f50f86f2-79c0-45bd-9759-ff8154a7ccc3,59,Female,96744,97
65f4810e-a2c3-4b7c-ab9e-00e6a91ff435,72,Female,83218,32
052a6b92-7855-45d9-8903-5c9d69d6903b,27,Male,39027,29
40f78c97-8537-4b3f-87d8-796bcbced99f,35,Female,139195,33
c225df9d-d2fc-4e1d-8328-894dac5471e1,37,Female,144020,45
d93d2a18-c9e8-42ed-a97c-84912b1b0efd,44,Female,186527,6
4884ace5-bbb8-4502-96e0-be564083da60,29,Male,48177,53
60fddc74-977b-4d01-8805-9e859748fdc3,58,Female,139447,35
fc971eb9-f7bf-46cd-9e83-6d1637d15ccb,39,Female,119071,3
e7d7ac8f-87c4-444c-9118-04d957987b53,33,Male,181795,1
7b60bfe9-99d7-4355-94fc-0a424055eb05,65,Female,150797,44
b8858575-b5d6-4f66-8293-7521077f6d92,52,Female,76398,31
0729ee7a-444f-4c2e-9889-fb725930eb84,45,Female,58209,64
1c8da0fc-e147-4a54-8ae7-b1bdeb6af340,82,Male,122425,46
fcbc528b-9386-41fb-a974-19a9643c7580,59,Female,46020,78
1f4fb2c0-d8ae-4d1c-90ff-95a8e3dae34d,34,Female,61463,72
30a4fcce-b05f-4988-9d5e-0d580e9028d6,52,Male,29917,3
dd714097-4205-4096-b6f8-d9822acd3c04,59,Male,194285,47
f13a0cc5-6fb9-4882-aef3-9ccfa421b185,45,Female,96402,43
edba12eb-e908-42c4-81c7-b6770912c7fd,29,Male,146297,82
9526a9bd-1ea4-4aad-b4a7-adfc5775bf7a,83,Male,148435,71
a0ab2029-178e-4eed-a816-277dd64035fa,26,Male,111030,96
b5c458ec-1d54-465a-b97b-a149d7f32106,79,Male,27136,48
46654e16-4363-43d7-b3a5-54120a7b27a2,49,Male,197608,33
61ebc7d9-15c5-41eb-adfb-9b772d36cbd4,19,Female,55184,32
df11c432-c609-49b4-98d6-855eab890208,48,Female,92981,70
0516205d-d816-4d8f-ab9b-d41f1a560e1c,22,Male,40540,40
6557b342-6b66-4645-942f-b13f33f67e64,54,Male,88161,40
84140ddb-54f1-4b31-b51d-4aecb10b7ac7,83,Male,165910,52
4fcb4b02-1609-41e0-b9e3-c9468853e577,60,Male,167341,34
b7b6c61d-d600-4a63-89d4-157f2012c68e,78,Female,90847,77
f5712da2-092b-4f52-aed2-bb93b9fee5ab,33,Female,35619,73
f9437183-0091-4f94-b9d5-5a97779b7e70,27,Female,41176,50
64883a2d-bb3a-4a30-bb76-47f28ad095de,33,Female,120389,51
78883927-b348-4c79-932a-074dbf6af0f8,55,Male,74456,13
2a5cdb1a-3f0a-4b5a-a33d-d0d81f7661a9,46,Female,181085,64
dc9ca753-aa31-4708-85c5-fa1da4a046d0,87,Female,46613,76
d49f5b80-4d55-4e37-889b-c7933c3ac0a5,79,Male,83333,73
69fae815-5e3e-46de-8e87-4adf49ab06fa,19,Female,165788,44
587c0ede-8f38-48df-8df8-bcf74df93862,22,Female,99687,51
bc695e38-c5a0-46bd-bc6d-818403c82949,31,Male,83755,8
660979ed-b318-4234-9b06-779097557930,84,Male,155012,80
7eab5cb6-b411-4003-9993-06061f62b7b0,27,Male,56250,100
e5647be0-0575-4fb6-8b1d-13b06203bd70,20,Male,111933,39
d4406fb9-a8c7-45f5-ac3d-85d9001719b4,36,Male,191350,99
3d83a678-36cb-4cd2-8768-da1634cd1fb3,77,Female,94946,92
25cff4ef-5d2a-4fe5-98ee-7ddbd8c0203b,67,Female,63064,26
d54d2196-da54-4eab-8ef0-0db3e9cdab3f,26,Male,82707,4
